Context,cmd,Command,State
SCORE_TAB,insert-e,Insert E,STATE_NORMAL | STATE_NOTE_ENTRY_STAFF_PITCHED | STATE_NOTE_ENTRY_STAFF_DRUM
SCORE_TAB,insert-f,Insert F,STATE_NORMAL | STATE_NOTE_ENTRY_STAFF_PITCHED | STATE_NOTE_ENTRY_STAFF_DRUM
SCORE_TAB,insert-g,Insert G,STATE_NORMAL | STATE_NOTE_ENTRY_STAFF_PITCHED | STATE_NOTE_ENTRY_STAFF_DRUM
SCORE_TAB,rest,Rest,STATE_NORMAL | STATE_NOTE_ENTRY_STAFF_PITCHED | STATE_NOTE_ENTRY_STAFF_DRUM
SCORE_TAB,realtime-advance,Real-Time Advance,STATE_NOTE_ENTRY_METHOD_REALTIME_AUTO | STATE_NOTE_ENTRY_METHOD_REALTIME_MANUAL
SCORE_TAB,add-staccato,Staccato,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,add-up-bow,Up Bow,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,add-down-bow,Down Bow,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,add-tenuto,Tenuto,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,add-trill,Trill,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,add-marcato,Marcato,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,add-sforzato,Accent,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,stretch+,Increase Layout Stretch,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,stretch-,Decrease Layout Stretch,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,reset-beammode,Reset Beams,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,reset-style,Reset Style,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,reset-text-style-overrides,Reset Text Style Overrides,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,reset-groupings,Regroup Rhythms,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,flip,Flip Direction,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,pitch-up,Up,STATE_NORMAL | STATE_NOTE_ENTRY_STAFF_PITCHED | STATE_NOTE_ENTRY_STAFF_DRUM
SCORE_TAB,pitch-up-diatonic,Diatonic Up,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,pitch-up-diatonic-alterations,Diatonic Up (Keep Degree Alterations),STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,pitch-up-octave,Up Octave,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,up-chord,Up Note in Chord,STATE_NORMAL | STATE_NOTE_ENTRY_STAFF_PITCHED | STATE_NOTE_ENTRY_STAFF_DRUM
SCORE_TAB,top-chord,Top Note in Chord,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,move-up,Move Up,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,pitch-down,Down,STATE_NORMAL | STATE_NOTE_ENTRY_STAFF_PITCHED | STATE_NOTE_ENTRY_STAFF_DRUM
SCORE_TAB,pitch-down-diatonic,Diatonic Down,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,pitch-down-diatonic-alterations,Diatonic Down (Keep Degree Alterations),STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,pitch-down-octave,Down Octave,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,down-chord,Down Note in Chord,STATE_NORMAL | STATE_NOTE_ENTRY_STAFF_PITCHED | STATE_NOTE_ENTRY_STAFF_DRUM
SCORE_TAB,next-segment-element,Next Segment Element,STATE_NORMAL
SCORE_TAB,prev-segment-element,Previous Segment Element,STATE_NORMAL
SCORE_TAB,next-element,Next Element,STATE_NORMAL | STATE_TEXT_EDIT | STATE_HARMONY_FIGBASS_EDIT
SCORE_TAB,prev-element,Previous Element,STATE_NORMAL | STATE_TEXT_EDIT | STATE_HARMONY_FIGBASS_EDIT
SCORE_TAB,get-location,Get Location,STATE_NORMAL
MAIN_WINDOW,palette-search,Palette Search,STATE_NORMAL | STATE_NOTE_ENTRY
MAIN_WINDOW,apply-current-palette-element,Apply Current Palette Element,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,first-element,First Element,STATE_NORMAL
SCORE_TAB,last-element,Last Element,STATE_NORMAL
SCORE_TAB,bottom-chord,Bottom Note in Chord,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,move-down,Move Down,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,prev-chord,Previous Chord,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,prev-measure,Previous Measure,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,prev-system,Previous System,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,prev-frame,Previous Frame,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,prev-section,Previous Section,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,prev-track,Previous Staff or Voice,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,next-chord,Next Chord,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,next-measure,Next Measure,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,next-system,Next System,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,next-frame,Next Frame,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,next-section,Next Section,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,top-staff,Top Staff,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,playback-position,Playback Cursor Position,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,empty-trailing-measure,First Empty Trailing Measure,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,next-track,Next Staff or Voice,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,select-prev-chord,Add Previous Chord to Selection,STATE_NORMAL
SCORE_TAB,select-prev-measure,Select to Beginning of Measure,STATE_NORMAL
SCORE_TAB,select-next-chord,Add Next Chord to Selection,STATE_NORMAL
SCORE_TAB,select-section,Select Section,STATE_NORMAL
SCORE_TAB,move-right,Move Chord/Rest Right,STATE_NOTE_ENTRY
SCORE_TAB,move-left,Move Chord/Rest left,STATE_NOTE_ENTRY
SCORE_TAB,select-next-measure,Select to End of Measure,STATE_NORMAL
SCORE_TAB,select-begin-line,Select to Beginning of Line,STATE_NORMAL
SCORE_TAB,select-end-line,Select to End of Line,STATE_NORMAL
SCORE_TAB,select-begin-score,Select to Beginning of Score,STATE_NORMAL
SCORE_TAB,select-end-score,Select to End of Score,STATE_NORMAL
SCORE_TAB,select-staff-above,Add Staff Above to Selection,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,select-staff-below,Add Staff Below to Selection,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,scr-prev,Screen: Previous,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,scr-next,Screen: Next,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,page-prev,Page: Previous,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,page-next,Page: Next,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,page-top,Page: Top,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,page-end,Page: End,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,add-slur,Slur,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,add-hairpin,Crescendo,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,add-hairpin-reverse,Decrescendo,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,add-8va,Ottava 8va alta,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,add-8vb,Ottava 8va bassa,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,escape,Escape,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_EDIT | STATE_TEXT_EDIT | STATE_LYRICS_EDIT| STATE_HARMONY_FIGBASS_EDIT | STATE_PLAY | STATE_FOTO
SCORE_TAB,delete,Delete,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,full-measure-rest,Full Measure Rest,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,time-delete,Remove Selected Range,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,append-measure,Append One Measure,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,append-measures,Append Measures,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,insert-measure,Insert One Measure,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,insert-measures,Insert Measures,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,insert-hbox,Insert Horizontal Frame,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,insert-textframe,Insert Text Frame,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,append-textframe,Append Text Frame,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,insert-fretframe,Insert Fretboard Diagram Frame,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,insert-vbox,Insert Vertical Frame,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,append-hbox,Append Horizontal Frame,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,append-vbox,Append Vertical Frame,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,duplet,Duplet,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,triplet,Triplet,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,quadruplet,Quadruplet,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,quintuplet,Quintuplet,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,sextuplet,Sextuplet,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,septuplet,Septuplet,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,octuplet,Octuplet,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,nonuplet,Nonuplet,STATE_NORMAL | STATE_NOTE_ENTRY
MAIN_WINDOW,tuplet-dialog,Other,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,note-longa,Longa,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,note-breve,Double Whole Note,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,pad-note-1,Whole Note,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,pad-note-2,Half Note,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,pad-note-4,Quarter Note,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,pad-note-8,Eighth Note,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,pad-note-16,16th Note,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,pad-note-32,32nd Note,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,pad-note-64,64th Note,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,pad-note-128,128th Note,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,pad-note-256,256th Note,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,pad-note-512,512th Note,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,pad-note-1024,1024th Note,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,pad-note-increase,Increase Active Duration,STATE_NOTE_ENTRY
SCORE_TAB,pad-note-decrease,Decrease Active Duration,STATE_NOTE_ENTRY
SCORE_TAB,pad-dot,Augmentation Dot,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,pad-dotdot,Double Augmentation Dot,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,pad-dot3,Triple Augmentation Dot,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,pad-dot4,Quadruple Augmentation Dot,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,tie,Tie,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,pad-rest,Rest,STATE_NORMAL | STATE_NOTE_ENTRY_STAFF_PITCHED | STATE_NOTE_ENTRY_STAFF_DRUM
SCORE_TAB,sharp2,Double ♯,STATE_NORMAL | STATE_NOTE_ENTRY_STAFF_PITCHED | STATE_NOTE_ENTRY_STAFF_DRUM
SCORE_TAB,sharp,♯,STATE_NORMAL | STATE_NOTE_ENTRY_STAFF_PITCHED | STATE_NOTE_ENTRY_STAFF_DRUM
SCORE_TAB,nat,♮,STATE_NORMAL | STATE_NOTE_ENTRY_STAFF_PITCHED | STATE_NOTE_ENTRY_STAFF_DRUM
SCORE_TAB,flat,♭,STATE_NORMAL | STATE_NOTE_ENTRY_STAFF_PITCHED | STATE_NOTE_ENTRY_STAFF_DRUM
SCORE_TAB,flat2,Double ♭,STATE_NORMAL | STATE_NOTE_ENTRY_STAFF_PITCHED | STATE_NOTE_ENTRY_STAFF_DRUM
SCORE_TAB,sharp2-post,Double ♯ (non-toggle),STATE_NORMAL | STATE_NOTE_ENTRY_STAFF_PITCHED | STATE_NOTE_ENTRY_STAFF_DRUM
SCORE_TAB,sharp-post,♯ (non-toggle),STATE_NORMAL | STATE_NOTE_ENTRY_STAFF_PITCHED | STATE_NOTE_ENTRY_STAFF_DRUM
SCORE_TAB,nat-post,♮ (non-toggle),STATE_NORMAL | STATE_NOTE_ENTRY_STAFF_PITCHED | STATE_NOTE_ENTRY_STAFF_DRUM
SCORE_TAB,flat-post,♭ (non-toggle),STATE_NORMAL | STATE_NOTE_ENTRY_STAFF_PITCHED | STATE_NOTE_ENTRY_STAFF_DRUM
SCORE_TAB,flat2-post,Double ♭ (non-toggle),STATE_NORMAL | STATE_NOTE_ENTRY_STAFF_PITCHED | STATE_NOTE_ENTRY_STAFF_DRUM
SCORE_TAB,acciaccatura,Acciaccatura,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,appoggiatura,Appoggiatura,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,/* no stroke: 4th*/grace4,Grace: Quarter,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,/* no stroke: 16th*/grace16,Grace: 16th,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,/* no stroke: 32nd*/grace32,Grace: 32nd,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,/* no stroke: Eighth*/grace8after,Grace: Eighth After,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,/* no stroke: 16th*/grace16after,Grace: 16th After,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,/* no stroke: 32nd*/grace32after,Grace: 32nd After,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,voice-1,1,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,voice-2,2,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,voice-3,3,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,voice-4,4,STATE_NORMAL | STATE_NOTE_ENTRY
MAIN_WINDOW,midi-on,MIDI Input,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,beam-start,Beam Start,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,beam-mid,Beam Middle,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,no-beam,No Beam,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,beam32,Beam 16th Sub,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,beam64,Beam 32nd Sub,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,auto-beam,Auto Beam,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,fbeam1,Feathered Beam,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,fbeam2,Feathered Beam,STATE_NORMAL | STATE_NOTE_ENTRY
MAIN_WINDOW,toggle-palette,Palettes,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_EDIT | STATE_PLAY
MAIN_WINDOW,toggle-playpanel,Play Panel,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_EDIT | STATE_PLAY
MAIN_WINDOW,toggle-selection-window,Selection Filter,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_EDIT | STATE_PLAY
MAIN_WINDOW,toggle-navigator,Navigator,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_EDIT | STATE_PLAY
MAIN_WINDOW,toggle-timeline,Timeline,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_EDIT  | STATE_PLAY
MAIN_WINDOW,toggle-midiimportpanel,MIDI Import Panel,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_EDIT | STATE_PLAY
MAIN_WINDOW,toggle-mixer,Mixer,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_EDIT | STATE_PLAY
MAIN_WINDOW,toggle-fileoperations,File Operations,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_EDIT 
MAIN_WINDOW,toggle-transport,Playback Controls,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_EDIT 
MAIN_WINDOW,toggle-concertpitch,Concert Pitch,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_EDIT 
MAIN_WINDOW,toggle-imagecapture,Image Capture,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_EDIT 
MAIN_WINDOW,toggle-noteinput,Note Input,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_EDIT 
MAIN_WINDOW,toggle-feedback,Feedback,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_EDIT 
MAIN_WINDOW,toggle-workspaces-toolbar,Workspaces,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_EDIT 
MAIN_WINDOW,toggle-statusbar,Status Bar,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_EDIT 
MAIN_WINDOW,create-new-workspace,+,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_EDIT 
MAIN_WINDOW,quit,Quit,STATE_DISABLED | STATE_NORMAL | STATE_NOTE_ENTRY | STATE_EDIT | STATE_TEXT_EDIT | STATE_PLAY | STATE_FOTO
MAIN_WINDOW,mag,Zoom Canvas,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_EDIT 
SCORE_TAB,lyrics,Lyrics,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,tempo,Tempo Marking,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,system-text,System Text,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,staff-text,Staff Text,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,expression-text,Expression Text,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,frame-text,Text,STATE_NORMAL
SCORE_TAB,title-text,Title,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,subtitle-text,Subtitle,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,composer-text,Composer,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,poet-text,Lyricist,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,part-text,Part Name,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,chord-text,Chord Symbol,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,roman-numeral-text,Roman Numeral Analysis,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,nashville-number-text,Nashville Number,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,rehearsalmark-text,Rehearsal Mark,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,instrument-change-text,Instrument Change,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,fingering-text,Fingering,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,sticking-text,Sticking,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,picture,Image,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,play,Play,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_PLAY
MAIN_WINDOW,play-prev-chord,Play Previous Chord,STATE_PLAY
MAIN_WINDOW,play-prev-measure,Play Previous Measure,STATE_PLAY
MAIN_WINDOW,play-next-chord,Play Next Chord,STATE_PLAY
MAIN_WINDOW,play-next-measure,Play Next Measure,STATE_PLAY
MAIN_WINDOW,seek-begin,Seek to Begin,STATE_PLAY
MAIN_WINDOW,rewind,Rewind,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_EDIT | STATE_PLAY
MAIN_WINDOW,seek-end,Seek to End,STATE_PLAY
MAIN_WINDOW,repeat,Play Repeats,STATE_NORMAL
MAIN_WINDOW,pan,Pan Score,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_PLAY
MAIN_WINDOW,load-style,Load Style,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_PLAY
MAIN_WINDOW,save-style,Save Style,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_PLAY
SCORE_TAB,select-all,Select All,STATE_NORMAL | STATE_NOTE_ENTRY | STATE_PLAY
MAIN_WINDOW,transpose,Transpose,STATE_NORMAL
MAIN_WINDOW,clef-violin,Treble Clef,STATE_NORMAL | STATE_NOTE_ENTRY
MAIN_WINDOW,clef-bass,Bass Clef,STATE_NORMAL | STATE_NOTE_ENTRY
SCORE_TAB,voice-x12,Exchange Voice 1-2,STATE_NORMAL
SCORE_TAB,voice-x13,Exchange Voice 1-3,STATE_NORMAL
SCORE_TAB,voice-x14,Exchange Voice 1-4,STATE_NORMAL
SCORE_TAB,voice-x23,Exchange Voice 2-3,STATE_NORMAL
SCORE_TAB,voice-x24,Exchange Voice 2-4,STATE_NORMAL
SCORE_TAB,voice-x34,Exchange Voice 3-4,STATE_NORMAL
MAIN_WINDOW,concert-pitch,Concert Pitch,STATE_NORMAL | STATE_NOTE_ENTRY
